Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,City,Sales_Channel,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Shipping_Cost,Payment_Fee,Cost_of_Goods,Return_Flag,Return_Quantity,Return_Amount,Net_Revenue,Profit,Profit_Margin,Payment_Method,Order_Status
ORD00512,2025-04-21,C0122,Home Office,East,Ranchi,Website,P014,Air Fryer,Home & Kitchen,2,5673.85,5.0,11347.7,567.38,236.15,345.88,7000,False,0,0.0,10780.32,3198.29,29.67,UPI,Delivered
ORD00513,2025-10-08,C0568,Consumer,North,Jaipur,Website,P012,Sunglasses,Accessories,1,1691.42,10.0,1691.42,169.14,77.66,47.59,850,False,0,0.0,1522.28,547.03,35.93,UPI,Delivered
ORD00514,2024-03-04,C0330,Consumer,North,Chandigarh,Website,P004,Laptop Stand,Electronics,1,1538.12,5.0,1538.12,76.91,95.98,32.0,850,False,0,0.0,1461.21,483.23,33.07,Net Banking,Delivered
ORD00515,2025-08-31,C0469,Consumer,South,Kochi,Website,P013,Coffee Maker,Home & Kitchen,4,4327.67,10.0,17310.68,1731.07,112.76,474.99,10200,False,0,0.0,15579.61,4791.86,30.76,UPI,Delivered
ORD00516,2025-08-23,C0589,Consumer,West,Mumbai,Website,P020,Study Table Organizer,Stationery,2,1047.96,0.0,2095.92,0.0,93.28,52.14,900,False,0,0.0,2095.92,1050.5,50.12,UPI,Delivered
ORD00517,2025-10-12,C0232,Consumer,East,Ranchi,Mobile App,P007,Yoga Mat,Sports,1,1178.64,10.0,1178.64,117.86,79.96,34.5,650,False,0,0.0,1060.78,296.32,27.93,UPI,Delivered
ORD00518,2025-08-29,C0326,Corporate,West,Surat,Website,P012,Sunglasses,Accessories,1,1653.49,10.0,1653.49,165.35,74.49,23.99,850,False,0,0.0,1488.14,539.66,36.26,COD,Delivered
ORD00519,2024-10-09,C0060,Consumer,West,Surat,Website,P014,Air Fryer,Home & Kitchen,1,6147.35,5.0,6147.35,307.37,248.14,136.93,3500,False,0,0.0,5839.98,1954.91,33.47,COD,Cancelled
ORD00520,2025-01-23,C0081,Home Office,North,Lucknow,Website,P019,Planner,Stationery,2,731.64,10.0,1463.28,146.33,85.45,40.9,640,False,0,0.0,1316.95,550.6,41.81,UPI,Delivered
ORD00521,2025-10-29,C0156,Consumer,North,Chandigarh,Mobile App,P016,Desk Lamp,Home & Kitchen,1,1462.88,5.0,1462.88,73.14,243.42,39.53,750,False,0,0.0,1389.74,356.79,25.67,UPI,Delivered
ORD00522,2024-03-18,C0514,Home Office,West,Pune,Marketplace,P005,Mechanical Keyboard,Electronics,1,2996.77,5.0,2996.77,149.84,139.22,70.7,1650,True,1,2846.93,0.0,-1859.92,0.0,UPI,Returned
ORD00523,2024-10-13,C0277,Corporate,South,Chennai,Website,P007,Yoga Mat,Sports,2,1266.26,5.0,2532.52,126.63,125.67,60.01,1300,True,2,2405.89,0.0,-1485.68,0.0,Net Banking,Returned
ORD00524,2025-10-09,C0182,Consumer,North,Jaipur,Website,P001,Wireless Headphones,Electronics,5,1850.31,0.0,9251.55,0.0,223.33,191.35,5250,False,0,0.0,9251.55,3586.87,38.77,Credit Card,Delivered
ORD00525,2025-10-30,C0279,Corporate,West,Ahmedabad,Website,P019,Planner,Stationery,2,785.78,0.0,1571.56,0.0,170.69,25.33,640,False,0,0.0,1571.56,735.54,46.8,Credit Card,Delivered
ORD00526,2025-10-20,C0295,Consumer,North,Delhi,Website,P014,Air Fryer,Home & Kitchen,2,6024.26,5.0,12048.52,602.43,63.1,299.85,7000,False,0,0.0,11446.09,4083.14,35.67,COD,Delivered
ORD00527,2024-09-28,C0238,Consumer,East,Bhubaneswar,Website,P002,Smart Watch,Electronics,1,3229.94,0.0,3229.94,0.0,68.55,75.88,1900,False,0,0.0,3229.94,1185.51,36.7,Credit Card,Delivered
ORD00528,2025-03-02,C0317,Consumer,North,Delhi,Mobile App,P005,Mechanical Keyboard,Electronics,1,3003.77,0.0,3003.77,0.0,143.94,94.27,1650,False,0,0.0,3003.77,1115.56,37.14,COD,Delivered
ORD00529,2024-12-10,C0518,Corporate,East,Ranchi,Mobile App,P008,Fitness Band,Sports,1,2266.49,5.0,2266.49,113.32,99.02,43.59,1200,False,0,0.0,2153.17,810.56,37.64,Debit Card,Delivered
ORD00530,2024-08-28,C0223,Consumer,West,Surat,Marketplace,P004,Laptop Stand,Electronics,3,1409.58,0.0,4228.74,0.0,105.63,78.18,2550,False,0,0.0,4228.74,1494.93,35.35,UPI,Delivered
ORD00531,2025-10-11,C0237,Consumer,East,Ranchi,Website,P014,Air Fryer,Home & Kitchen,2,5703.16,15.0,11406.32,1710.95,214.62,235.32,7000,False,0,0.0,9695.37,2245.43,23.16,UPI,Delivered
ORD00532,2025-10-18,C0544,Corporate,West,Ahmedabad,Website,P012,Sunglasses,Accessories,1,1606.22,5.0,1606.22,80.31,102.39,32.22,850,False,0,0.0,1525.91,541.3,35.47,Debit Card,Delivered
ORD00533,2025-05-20,C0058,Consumer,East,Ranchi,Mobile App,P010,Travel Bag,Accessories,3,2668.65,10.0,8005.95,800.6,71.0,173.8,4350,True,2,4803.57,2401.78,-2193.02,-91.31,Credit Card,Returned
ORD00534,2024-08-08,C0369,Consumer,South,Bengaluru,Marketplace,P018,Premium Pen Set,Stationery,2,902.35,0.0,1804.7,0.0,189.08,48.08,800,False,0,0.0,1804.7,767.54,42.53,UPI,Delivered
ORD00535,2025-08-03,C0388,Consumer,West,Mumbai,Marketplace,P009,Office Backpack,Accessories,1,1856.58,20.0,1856.58,371.32,110.75,40.69,1000,False,0,0.0,1485.26,333.82,22.48,COD,Delivered
ORD00536,2024-08-16,C0395,Consumer,North,Jaipur,Website,P016,Desk Lamp,Home & Kitchen,1,1432.84,0.0,1432.84,0.0,161.25,48.24,750,True,1,1432.84,0.0,-959.49,0.0,Debit Card,Returned
ORD00537,2025-04-02,C0399,Corporate,East,Patna,Mobile App,P011,Leather Wallet,Accessories,1,1061.96,0.0,1061.96,0.0,56.27,28.53,550,False,0,0.0,1061.96,427.16,40.22,UPI,Delivered
ORD00538,2024-07-10,C0580,Consumer,East,Bhubaneswar,Website,P016,Desk Lamp,Home & Kitchen,1,1347.47,15.0,1347.47,202.12,44.05,39.29,750,False,0,0.0,1145.35,312.01,27.24,Net Banking,Delivered
ORD00539,2024-07-07,C0573,Consumer,North,Jaipur,Website,P008,Fitness Band,Sports,1,1977.32,0.0,1977.32,0.0,171.64,32.57,1200,False,0,0.0,1977.32,573.11,28.98,UPI,Delivered
ORD00540,2024-01-20,C0535,Corporate,South,Hyderabad,Mobile App,P004,Laptop Stand,Electronics,3,1493.69,15.0,4481.07,672.16,242.47,81.86,2550,False,0,0.0,3808.91,934.58,24.54,UPI,Delivered
ORD00541,2024-05-09,C0149,Consumer,West,Mumbai,Mobile App,P013,Coffee Maker,Home & Kitchen,1,4076.86,5.0,4076.86,203.84,150.3,112.47,2550,False,0,0.0,3873.02,1060.25,27.38,Credit Card,Delivered
ORD00542,2024-08-27,C0258,Corporate,West,Surat,Website,P009,Office Backpack,Accessories,1,1757.24,15.0,1757.24,263.59,46.62,42.2,1000,False,0,0.0,1493.65,404.83,27.1,Debit Card,Delivered
ORD00543,2024-01-23,C0420,Corporate,South,Chennai,Mobile App,P012,Sunglasses,Accessories,2,1652.53,5.0,3305.06,165.25,147.38,87.06,1700,False,0,0.0,3139.81,1205.37,38.39,UPI,Delivered
ORD00544,2024-12-26,C0211,Consumer,East,Ranchi,Website,P007,Yoga Mat,Sports,1,1285.42,5.0,1285.42,64.27,67.74,21.41,650,False,0,0.0,1221.15,482.0,39.47,COD,Delivered
ORD00545,2024-07-19,C0474,Consumer,East,Kolkata,Mobile App,P015,Electric Kettle,Home & Kitchen,1,1776.98,5.0,1776.98,88.85,210.8,28.66,1050,True,1,1688.13,0.0,-1289.46,0.0,UPI,Returned
ORD00546,2025-04-06,C0173,Consumer,North,Lucknow,Website,P005,Mechanical Keyboard,Electronics,1,2646.12,5.0,2646.12,132.31,187.31,87.3,1650,False,0,0.0,2513.81,589.2,23.44,Credit Card,Delivered
ORD00547,2025-11-27,C0083,Consumer,North,Jaipur,Mobile App,P001,Wireless Headphones,Electronics,1,1726.38,5.0,1726.38,86.32,182.04,30.35,1050,False,0,0.0,1640.06,377.67,23.03,Credit Card,Delivered
ORD00548,2024-02-27,C0477,Consumer,South,Hyderabad,Website,P017,Notebook Set,Stationery,1,638.23,5.0,638.23,31.91,128.69,11.18,260,False,0,0.0,606.32,206.45,34.05,UPI,Delivered
ORD00549,2024-09-07,C0576,Home Office,South,Chennai,Mobile App,P016,Desk Lamp,Home & Kitchen,3,1457.32,0.0,4371.96,0.0,145.26,127.21,2250,False,0,0.0,4371.96,1849.49,42.3,Debit Card,Delivered
ORD00550,2025-10-03,C0495,Consumer,North,Chandigarh,Website,P015,Electric Kettle,Home & Kitchen,5,1889.16,5.0,9445.8,472.29,216.65,289.63,5250,False,0,0.0,8973.51,3217.23,35.85,Net Banking,Delivered
ORD00551,2025-01-09,C0498,Consumer,West,Ahmedabad,Mobile App,P005,Mechanical Keyboard,Electronics,1,2898.86,10.0,2898.86,289.89,186.23,79.38,1650,False,0,0.0,2608.97,693.36,26.58,UPI,Delivered
ORD00552,2024-09-04,C0193,Home Office,West,Pune,Website,P002,Smart Watch,Electronics,1,3363.95,0.0,3363.95,0.0,204.85,81.04,1900,False,0,0.0,3363.95,1178.06,35.02,UPI,Delivered
ORD00553,2025-11-10,C0263,Consumer,West,Pune,Marketplace,P002,Smart Watch,Electronics,2,3003.84,20.0,6007.68,1201.54,90.93,134.17,3800,False,0,0.0,4806.14,781.04,16.25,Net Banking,Delivered
ORD00554,2025-09-25,C0331,Consumer,West,Pune,Website,P015,Electric Kettle,Home & Kitchen,1,1694.44,5.0,1694.44,84.72,172.99,30.04,1050,True,1,1609.72,0.0,-1253.03,0.0,UPI,Returned
ORD00555,2025-11-08,C0524,Corporate,West,Surat,Marketplace,P001,Wireless Headphones,Electronics,1,1895.37,10.0,1895.37,189.54,227.75,42.53,1050,False,0,0.0,1705.83,385.55,22.6,COD,Delivered
ORD00556,2024-03-05,C0027,Consumer,East,Patna,Mobile App,P011,Leather Wallet,Accessories,4,1066.91,10.0,4267.64,426.76,85.12,125.91,2200,False,0,0.0,3840.88,1429.85,37.23,UPI,Delivered
ORD00557,2025-07-23,C0162,Corporate,West,Pune,Marketplace,P014,Air Fryer,Home & Kitchen,1,5665.87,5.0,5665.87,283.29,169.51,115.05,3500,False,0,0.0,5382.58,1598.02,29.69,COD,Delivered
ORD00558,2025-09-15,C0018,Consumer,East,Patna,Website,P013,Coffee Maker,Home & Kitchen,1,4196.58,15.0,4196.58,629.49,131.08,109.55,2550,False,0,0.0,3567.09,776.46,21.77,Net Banking,Delivered
ORD00559,2024-06-29,C0077,Corporate,West,Mumbai,Mobile App,P004,Laptop Stand,Electronics,1,1424.06,5.0,1424.06,71.2,114.26,34.49,850,False,0,0.0,1352.86,354.11,26.17,Credit Card,Delivered
ORD00560,2024-01-04,C0001,Consumer,East,Kolkata,Marketplace,P011,Leather Wallet,Accessories,6,1038.24,20.0,6229.44,1245.89,201.98,115.77,3300,False,0,0.0,4983.55,1365.8,27.41,COD,Delivered
ORD00561,2025-04-20,C0256,Consumer,West,Surat,Website,P009,Office Backpack,Accessories,3,1681.83,15.0,5045.49,756.82,212.02,111.99,3000,False,0,0.0,4288.67,964.66,22.49,Net Banking,Delivered
ORD00562,2024-11-16,C0093,Corporate,West,Surat,Website,P005,Mechanical Keyboard,Electronics,1,2688.9,10.0,2688.9,268.89,143.48,79.34,1650,False,0,0.0,2420.01,547.19,22.61,UPI,Delivered
ORD00563,2024-11-12,C0417,Consumer,West,Mumbai,Website,P018,Premium Pen Set,Stationery,1,830.53,5.0,830.53,41.53,225.27,26.83,400,False,0,0.0,789.0,136.9,17.35,Credit Card,Delivered
ORD00564,2024-10-12,C0389,Corporate,West,Ahmedabad,Website,P015,Electric Kettle,Home & Kitchen,1,1811.08,5.0,1811.08,90.55,176.23,39.23,1050,False,0,0.0,1720.53,455.07,26.45,Net Banking,Delivered
ORD00565,2025-03-24,C0239,Corporate,West,Surat,Website,P013,Coffee Maker,Home & Kitchen,3,4113.6,0.0,12340.8,0.0,209.51,347.39,7650,False,0,0.0,12340.8,4133.9,33.5,UPI,Delivered
ORD00566,2024-03-11,C0263,Consumer,West,Surat,Website,P015,Electric Kettle,Home & Kitchen,2,1671.15,5.0,3342.3,167.12,152.06,56.16,2100,False,0,0.0,3175.18,866.96,27.3,Net Banking,Delivered
ORD00567,2024-07-09,C0541,Home Office,West,Pune,Website,P016,Desk Lamp,Home & Kitchen,1,1482.63,10.0,1482.63,148.26,164.67,41.52,750,False,0,0.0,1334.37,378.18,28.34,UPI,Delivered
ORD00568,2025-01-07,C0126,Consumer,North,Lucknow,Marketplace,P003,Bluetooth Speaker,Electronics,4,2166.62,10.0,8666.48,866.65,136.33,270.11,5200,False,0,0.0,7799.83,2193.39,28.12,UPI,Delivered
ORD00569,2025-10-15,C0319,Consumer,North,Jaipur,Marketplace,P011,Leather Wallet,Accessories,2,1104.16,10.0,2208.32,220.83,135.45,58.21,1100,False,0,0.0,1987.49,693.83,34.91,UPI,Delivered
ORD00570,2025-06-16,C0299,Corporate,East,Ranchi,Website,P003,Bluetooth Speaker,Electronics,1,2200.44,5.0,2200.44,110.02,133.09,50.03,1300,False,0,0.0,2090.42,607.3,29.05,UPI,Delivered
ORD00571,2024-12-13,C0121,Corporate,West,Surat,Marketplace,P010,Travel Bag,Accessories,1,2464.73,5.0,2464.73,123.24,115.41,45.91,1450,False,0,0.0,2341.49,730.17,31.18,Debit Card,Delivered
ORD00572,2024-01-16,C0195,Consumer,North,Lucknow,Website,P011,Leather Wallet,Accessories,2,1033.69,10.0,2067.38,206.74,49.0,53.06,1100,False,0,0.0,1860.64,658.58,35.4,UPI,Delivered
ORD00573,2025-12-21,C0021,Consumer,West,Surat,Mobile App,P014,Air Fryer,Home & Kitchen,1,5594.76,5.0,5594.76,279.74,158.56,87.6,3500,False,0,0.0,5315.02,1568.86,29.52,Net Banking,Delivered
ORD00574,2025-01-30,C0202,Consumer,North,Delhi,Website,P015,Electric Kettle,Home & Kitchen,2,1868.99,5.0,3737.98,186.9,64.85,108.72,2100,False,0,0.0,3551.08,1277.51,35.98,Debit Card,Delivered
ORD00575,2024-08-03,C0246,Home Office,East,Kolkata,Website,P019,Planner,Stationery,3,734.02,5.0,2202.06,110.1,82.23,36.59,960,False,0,0.0,2091.96,1013.14,48.43,UPI,Cancelled
ORD00576,2025-08-15,C0197,Corporate,North,Jaipur,Website,P009,Office Backpack,Accessories,1,1780.32,5.0,1780.32,89.02,166.6,59.19,1000,False,0,0.0,1691.3,465.51,27.52,UPI,Delivered
ORD00577,2025-12-30,C0354,Consumer,South,Kochi,Website,P002,Smart Watch,Electronics,3,3148.1,10.0,9444.3,944.43,77.34,136.21,5700,False,0,0.0,8499.87,2586.32,30.43,UPI,Delivered
ORD00578,2024-01-16,C0525,Corporate,East,Bhubaneswar,Website,P002,Smart Watch,Electronics,2,3407.37,5.0,6814.74,340.74,78.06,216.83,3800,False,0,0.0,6474.0,2379.11,36.75,Credit Card,Delivered
ORD00579,2024-02-11,C0010,Corporate,North,Delhi,Website,P018,Premium Pen Set,Stationery,1,927.87,0.0,927.87,0.0,184.75,15.14,400,False,0,0.0,927.87,327.98,35.35,Debit Card,Delivered
ORD00580,2025-07-20,C0252,Consumer,West,Pune,Mobile App,P017,Notebook Set,Stationery,1,618.42,10.0,618.42,61.84,69.55,18.87,260,False,0,0.0,556.58,208.16,37.4,UPI,Delivered
ORD00581,2025-05-08,C0439,Corporate,West,Ahmedabad,Website,P001,Wireless Headphones,Electronics,1,1830.43,0.0,1830.43,0.0,177.62,45.34,1050,False,0,0.0,1830.43,557.47,30.46,COD,Cancelled
ORD00582,2024-05-12,C0576,Home Office,East,Bhubaneswar,Mobile App,P016,Desk Lamp,Home & Kitchen,1,1289.9,10.0,1289.9,128.99,180.82,38.18,750,True,1,1160.91,0.0,-969.0,0.0,Credit Card,Returned
ORD00583,2024-11-28,C0010,Corporate,West,Surat,Mobile App,P004,Laptop Stand,Electronics,1,1445.69,10.0,1445.69,144.57,189.24,45.06,850,False,0,0.0,1301.12,216.82,16.66,Credit Card,Delivered
ORD00584,2024-07-02,C0017,Consumer,South,Chennai,Website,P004,Laptop Stand,Electronics,3,1455.65,5.0,4366.95,218.35,66.4,101.67,2550,False,0,0.0,4148.6,1430.53,34.48,UPI,Delivered
ORD00585,2024-10-07,C0166,Corporate,West,Ahmedabad,Website,P012,Sunglasses,Accessories,1,1602.78,5.0,1602.78,80.14,245.62,25.08,850,False,0,0.0,1522.64,401.94,26.4,UPI,Delivered
ORD00586,2025-08-23,C0158,Corporate,North,Delhi,Website,P002,Smart Watch,Electronics,3,3218.18,0.0,9654.54,0.0,150.57,248.98,5700,False,0,0.0,9654.54,3554.99,36.82,UPI,Delivered
ORD00587,2024-10-08,C0381,Consumer,South,Bengaluru,Marketplace,P019,Planner,Stationery,6,785.16,20.0,4710.96,942.19,127.35,115.68,1920,False,0,0.0,3768.77,1605.74,42.61,Debit Card,Delivered
ORD00588,2024-09-17,C0500,Home Office,South,Kochi,Marketplace,P012,Sunglasses,Accessories,3,1639.33,20.0,4917.99,983.6,106.66,71.25,2550,False,0,0.0,3934.39,1206.48,30.66,Debit Card,Delivered
ORD00589,2024-12-23,C0426,Consumer,North,Jaipur,Website,P011,Leather Wallet,Accessories,2,1158.61,10.0,2317.22,231.72,108.43,64.05,1100,False,0,0.0,2085.5,813.02,38.98,UPI,Delivered
ORD00590,2025-11-17,C0475,Consumer,East,Ranchi,Mobile App,P014,Air Fryer,Home & Kitchen,1,5594.88,10.0,5594.88,559.49,46.21,113.9,3500,False,0,0.0,5035.39,1375.28,27.31,Credit Card,Delivered
ORD00591,2025-09-16,C0223,Consumer,East,Kolkata,Mobile App,P004,Laptop Stand,Electronics,1,1383.92,5.0,1383.92,69.2,111.02,28.58,850,True,1,1314.72,0.0,-989.6,0.0,UPI,Returned
ORD00592,2025-05-04,C0142,Consumer,East,Patna,Website,P005,Mechanical Keyboard,Electronics,2,2790.19,5.0,5580.38,279.02,247.27,167.08,3300,False,0,0.0,5301.36,1587.01,29.94,Debit Card,Delivered
ORD00593,2025-11-21,C0541,Home Office,North,Chandigarh,Mobile App,P007,Yoga Mat,Sports,2,1263.19,0.0,2526.38,0.0,118.44,69.82,1300,False,0,0.0,2526.38,1038.12,41.09,UPI,Delivered
ORD00594,2024-06-23,C0244,Consumer,North,Jaipur,Website,P004,Laptop Stand,Electronics,4,1513.64,5.0,6054.56,302.73,185.32,172.89,3400,False,0,0.0,5751.83,1993.62,34.66,Credit Card,Delivered
ORD00595,2024-02-19,C0112,Consumer,West,Ahmedabad,Mobile App,P010,Travel Bag,Accessories,1,2555.0,10.0,2555.0,255.5,240.99,75.83,1450,False,0,0.0,2299.5,532.68,23.17,Debit Card,Delivered
ORD00596,2025-11-08,C0596,Consumer,South,Hyderabad,Website,P020,Study Table Organizer,Stationery,1,979.02,10.0,979.02,97.9,174.09,29.05,450,False,0,0.0,881.12,227.98,25.87,Debit Card,Delivered
ORD00597,2025-11-22,C0266,Corporate,West,Surat,Website,P004,Laptop Stand,Electronics,1,1398.55,10.0,1398.55,139.85,144.7,23.68,850,False,0,0.0,1258.7,240.32,19.09,Credit Card,Delivered
ORD00598,2024-09-20,C0239,Corporate,North,Lucknow,Mobile App,P011,Leather Wallet,Accessories,1,1139.51,0.0,1139.51,0.0,51.96,25.62,550,False,0,0.0,1139.51,511.93,44.93,Credit Card,Delivered
ORD00599,2025-11-30,C0456,Consumer,North,Jaipur,Marketplace,P011,Leather Wallet,Accessories,1,1186.56,15.0,1186.56,177.98,165.39,24.99,550,False,0,0.0,1008.58,268.2,26.59,UPI,Delivered
ORD00600,2024-01-22,C0450,Consumer,West,Pune,Mobile App,P020,Study Table Organizer,Stationery,1,1047.69,5.0,1047.69,52.38,88.98,25.18,450,False,0,0.0,995.31,431.15,43.32,UPI,Delivered
ORD00601,2025-11-02,C0151,Home Office,North,Delhi,Mobile App,P015,Electric Kettle,Home & Kitchen,2,1939.3,5.0,3878.6,193.93,55.91,56.21,2100,False,0,0.0,3684.67,1472.55,39.96,UPI,Delivered
ORD00602,2025-05-09,C0493,Consumer,South,Hyderabad,Website,P006,Running Shoes,Sports,3,3535.6,0.0,10606.8,0.0,114.08,344.01,6300,False,0,0.0,10606.8,3848.71,36.29,Credit Card,Delivered
ORD00603,2025-12-14,C0202,Consumer,North,Jaipur,Website,P012,Sunglasses,Accessories,1,1645.57,0.0,1645.57,0.0,158.73,27.85,850,False,0,0.0,1645.57,608.99,37.01,Debit Card,Delivered
ORD00604,2025-05-10,C0425,Consumer,West,Ahmedabad,Website,P004,Laptop Stand,Electronics,6,1474.87,0.0,8849.22,0.0,119.04,186.03,5100,False,0,0.0,8849.22,3444.15,38.92,Credit Card,Delivered
ORD00605,2025-11-18,C0084,Consumer,North,Chandigarh,Website,P018,Premium Pen Set,Stationery,1,946.08,0.0,946.08,0.0,199.54,28.6,400,False,0,0.0,946.08,317.94,33.61,COD,Delivered
ORD00606,2025-07-06,C0184,Home Office,East,Kolkata,Marketplace,P017,Notebook Set,Stationery,1,554.74,10.0,554.74,55.47,127.91,7.93,260,False,0,0.0,499.27,103.43,20.72,Credit Card,Delivered
ORD00607,2025-08-07,C0597,Corporate,South,Kochi,Website,P005,Mechanical Keyboard,Electronics,3,2673.32,10.0,8019.96,802.0,233.77,162.57,4950,False,0,0.0,7217.96,1871.62,25.93,UPI,Delivered
ORD00608,2025-07-15,C0095,Corporate,East,Patna,Website,P017,Notebook Set,Stationery,5,615.88,0.0,3079.4,0.0,247.01,86.51,1300,False,0,0.0,3079.4,1445.88,46.95,Net Banking,Delivered
ORD00609,2024-01-17,C0446,Home Office,East,Kolkata,Website,P013,Coffee Maker,Home & Kitchen,1,4295.92,15.0,4295.92,644.39,60.78,104.63,2550,False,0,0.0,3651.53,936.12,25.64,Credit Card,Delivered
ORD00610,2025-10-29,C0327,Consumer,South,Kochi,Website,P007,Yoga Mat,Sports,5,1237.67,0.0,6188.35,0.0,105.37,164.97,3250,False,0,0.0,6188.35,2668.01,43.11,UPI,Delivered
ORD00611,2025-10-13,C0433,Consumer,South,Hyderabad,Mobile App,P015,Electric Kettle,Home & Kitchen,3,1677.01,5.0,5031.03,251.55,135.0,83.9,3150,False,0,0.0,4779.48,1410.58,29.51,Credit Card,Delivered
ORD00612,2025-01-15,C0087,Corporate,East,Patna,Website,P006,Running Shoes,Sports,1,3696.51,0.0,3696.51,0.0,143.86,61.7,2100,False,0,0.0,3696.51,1390.95,37.63,Credit Card,Delivered
ORD00613,2024-12-05,C0516,Consumer,West,Surat,Mobile App,P003,Bluetooth Speaker,Electronics,2,2035.72,5.0,4071.44,203.57,77.9,116.04,2600,False,0,0.0,3867.87,1073.93,27.77,Debit Card,Delivered
ORD00614,2024-08-25,C0545,Consumer,East,Patna,Mobile App,P019,Planner,Stationery,1,765.09,5.0,765.09,38.25,240.96,17.62,320,True,1,726.84,0.0,-578.58,0.0,UPI,Returned
ORD00615,2024-08-10,C0262,Home Office,West,Ahmedabad,Website,P016,Desk Lamp,Home & Kitchen,1,1398.59,0.0,1398.59,0.0,93.83,48.21,750,False,0,0.0,1398.59,506.55,36.22,Credit Card,Delivered
ORD00616,2024-01-28,C0016,Consumer,West,Ahmedabad,Website,P011,Leather Wallet,Accessories,2,1097.26,0.0,2194.52,0.0,156.66,67.65,1100,False,0,0.0,2194.52,870.21,39.65,UPI,Delivered
ORD00617,2024-12-22,C0428,Home Office,North,Chandigarh,Website,P015,Electric Kettle,Home & Kitchen,5,1725.19,10.0,8625.95,862.6,159.1,163.89,5250,False,0,0.0,7763.35,2190.36,28.21,Debit Card,Delivered
ORD00618,2025-01-27,C0047,Consumer,North,Jaipur,Mobile App,P006,Running Shoes,Sports,1,3329.13,10.0,3329.13,332.91,108.15,96.3,2100,False,0,0.0,2996.22,691.77,23.09,Debit Card,Delivered
ORD00619,2024-09-02,C0558,Consumer,North,Delhi,Marketplace,P012,Sunglasses,Accessories,1,1513.85,5.0,1513.85,75.69,241.61,23.51,850,False,0,0.0,1438.16,323.04,22.46,Net Banking,Delivered
ORD00620,2024-10-16,C0208,Corporate,East,Bhubaneswar,Mobile App,P010,Travel Bag,Accessories,1,2766.65,10.0,2766.65,276.67,44.9,46.04,1450,False,0,0.0,2489.98,949.04,38.11,UPI,Delivered
ORD00621,2024-02-01,C0545,Consumer,East,Bhubaneswar,Website,P005,Mechanical Keyboard,Electronics,1,2694.68,10.0,2694.68,269.47,54.66,63.38,1650,False,0,0.0,2425.21,657.17,27.1,UPI,Cancelled
ORD00622,2025-08-14,C0191,Consumer,East,Kolkata,Mobile App,P001,Wireless Headphones,Electronics,1,1819.81,10.0,1819.81,181.98,75.37,46.31,1050,False,0,0.0,1637.83,466.15,28.46,Net Banking,Delivered
ORD00623,2025-07-16,C0392,Consumer,South,Chennai,Website,P008,Fitness Band,Sports,1,2237.26,10.0,2237.26,223.73,235.35,66.75,1200,True,1,2013.53,0.0,-1502.1,0.0,UPI,Returned
ORD00624,2024-12-16,C0299,Corporate,North,Lucknow,Website,P007,Yoga Mat,Sports,4,1139.77,10.0,4559.08,455.91,71.91,93.84,2600,True,1,1025.79,3077.38,311.63,10.13,UPI,Returned
ORD00625,2025-07-21,C0217,Consumer,North,Chandigarh,Website,P003,Bluetooth Speaker,Electronics,6,2355.75,0.0,14134.5,0.0,160.83,339.43,7800,False,0,0.0,14134.5,5834.24,41.28,UPI,Delivered
ORD00626,2025-11-22,C0502,Consumer,West,Mumbai,Mobile App,P018,Premium Pen Set,Stationery,2,878.2,15.0,1756.4,263.46,96.42,26.01,800,False,0,0.0,1492.94,570.51,38.21,UPI,Delivered
ORD00627,2024-02-11,C0035,Home Office,South,Bengaluru,Mobile App,P003,Bluetooth Speaker,Electronics,1,2176.29,15.0,2176.29,326.44,90.89,45.19,1300,False,0,0.0,1849.85,413.77,22.37,Debit Card,Cancelled
ORD00628,2024-01-04,C0497,Consumer,West,Surat,Mobile App,P016,Desk Lamp,Home & Kitchen,1,1442.67,5.0,1442.67,72.13,126.47,23.21,750,False,0,0.0,1370.54,470.86,34.36,UPI,Cancelled
ORD00629,2025-07-05,C0043,Consumer,South,Hyderabad,Mobile App,P019,Planner,Stationery,1,710.6,10.0,710.6,71.06,77.08,17.72,320,False,0,0.0,639.54,224.74,35.14,Debit Card,Delivered
ORD00630,2025-08-03,C0561,Corporate,East,Patna,Website,P019,Planner,Stationery,1,765.72,5.0,765.72,38.29,173.24,19.51,320,False,0,0.0,727.43,214.68,29.51,UPI,Delivered
ORD00631,2024-04-10,C0569,Home Office,South,Kochi,Marketplace,P015,Electric Kettle,Home & Kitchen,1,1858.68,5.0,1858.68,92.93,157.18,59.19,1050,False,0,0.0,1765.75,499.38,28.28,Credit Card,Delivered
ORD00632,2024-03-06,C0565,Consumer,North,Chandigarh,Website,P012,Sunglasses,Accessories,1,1706.51,0.0,1706.51,0.0,60.51,52.67,850,False,0,0.0,1706.51,743.33,43.56,UPI,Delivered
ORD00633,2024-02-15,C0171,Corporate,North,Delhi,Marketplace,P017,Notebook Set,Stationery,2,609.59,10.0,1219.18,121.92,223.36,20.97,520,False,0,0.0,1097.26,332.93,30.34,Debit Card,Delivered
